fav_number,statuses_count,followers_count,friends_count,favourites_count,listed_count,lang,label
0,33,9,237,0,0,2,1
114,22,7,263,0,0,2,1
202,31,12,201,0,0,2,1
7834,26,17,215,0,0,2,1
10,31,8,233,0,0,2,1
0,28,19,224,0,0,2,1
14914,32,15,256,0,0,2,1
327,28,8,240,0,0,2,1
354,20,11,207,0,0,2,1
19,30,12,224,0,0,2,1
2649,14,5,190,0,0,2,1
2721,28,7,205,0,0,2,1
1622,19,14,265,0,0,2,1
14186,29,9,197,0,0,2,1
0,24,16,268,0,0,2,1
0,22,11,244,0,0,2,1
3082,24,14,204,0,0,2,1
4899,31,11,242,0,0,2,1
8773,26,18,219,0,0,2,1
2373,26,11,218,0,0,2,1
1873,37,16,227,0,0,2,1
1369,26,8,232,0,0,2,1
23,24,16,214,0,0,2,1
5075,19,12,228,0,0,2,1
484,25,8,203,0,0,2,1
7207,35,13,221,0,0,2,1
28,18,7,201,0,0,2,1
745,25,8,210,0,0,2,1
54,17,6,204,0,0,2,1
1072,27,14,202,0,0,2,1
2,34,11,228,0,0,2,1
42,23,12,210,0,0,2,1
35,19,16,216,0,0,2,1
0,25,8,222,0,0,2,1
0,28,9,224,0,0,2,1
2160,23,12,214,0,0,2,1
13543,27,8,219,0,0,2,1
43260,30,11,228,0,0,2,1
5311,20,14,201,0,0,2,1
3373,21,15,236,0,0,2,1
621,32,11,253,0,0,2,1
3209,21,12,211,0,0,2,1
6637,27,13,204,0,0,2,1
141,21,7,210,0,0,2,1
1268,26,11,203,0,0,2,1
65,2,0,37,0,0,2,1
927,1,0,34,0,0,2,1
355,4,1,23,0,0,2,1
0,3,0,35,0,0,2,1
31025,3,1,22,0,0,2,1
154,3,2,44,0,0,2,1
812,4,1,32,0,0,2,1
2535,3,1,33,0,0,2,1
1234,2,1,30,0,0,2,1
390,3,2,29,0,0,2,1
20,4,0,37,0,0,2,1
1860,3,2,42,0,0,2,1
17708,3,2,24,0,0,2,1
136,2,2,26,0,0,2,1
0,3,1,22,0,0,2,1
117,2,0,36,0,0,2,1
880,2,0,40,0,0,2,1
664,3,3,46,0,0,2,1
4047,0,0,32,0,0,2,1
59638,1,1,33,0,0,2,1
125456,3,1,27,0,0,2,1
2563,1,1,32,0,0,2,1
244,2,0,21,0,0,2,1
95,4,2,43,0,0,2,1
0,2,1,24,0,0,2,1
239,3,1,42,0,0,2,1
86,2,0,39,0,0,2,1
5885,4,4,36,0,0,2,1
532,3,0,37,0,0,2,1
729,3,1,39,0,0,2,1
5758,4,3,31,0,0,2,1
7645,2,2,38,0,0,2,1
685,2,0,31,0,0,2,1
352,5,0,31,0,0,2,1
76,3,3,32,0,0,2,1
1004,3,1,42,0,0,2,1
6,4,0,17,0,0,2,1
3502,4,0,41,0,0,2,1
5881,2,2,24,0,0,2,1
0,3,1,44,0,0,2,1
0,1,2,21,0,0,2,1
957,3,2,48,0,0,2,1
1895,3,0,48,0,0,2,1
327,2,0,38,0,0,2,1
0,5,1,36,0,0,2,1
0,3,0,32,0,0,2,1
562,1,0,11,0,0,2,1
5,1,1,32,0,0,2,1
51,3,3,54,0,0,2,1
10936,3,1,22,0,0,2,1
1194,2,0,31,0,0,2,1
40,5,0,41,0,0,2,1
2065,3,0,29,0,0,2,1
1675,4,0,40,0,0,2,1
1684,2,0,31,0,0,2,1
38,4,0,36,0,0,2,1
5,2,2,29,0,0,2,1
2,1,1,32,0,0,2,1
4098,3,1,34,0,0,2,1
1445,4,1,45,0,0,2,1
13,3,0,21,0,0,2,1
1456,2,1,36,0,0,2,1
41942,1,4,25,0,0,2,1
1,3,0,39,0,0,2,1
452,1,1,24,0,0,2,1
2460,1,2,22,0,0,2,1
2831,3,0,42,0,0,2,1
880,2,0,28,0,0,2,1
285,4,0,33,0,0,2,1
400,2,1,38,0,0,2,1
5369,2,3,36,0,0,2,1
187,0,1,21,0,0,2,1
3203,2,0,29,0,0,2,1
13525,2,0,33,0,0,2,1
6645,2,1,36,0,0,2,1
5,2,6,45,0,0,2,1
353,3,3,33,0,0,2,1
599,3,1,38,0,0,2,1
72,4,1,24,0,0,2,1
13,3,0,30,0,0,2,1
9404,1,1,25,0,0,2,1
170,1,1,20,0,0,2,1
6,3,1,23,0,0,2,1
2972,0,1,24,0,0,2,1
332,4,1,24,0,0,2,1
473,3,0,34,0,0,2,1
7739,1,1,23,0,0,2,1
1590,1,2,26,0,0,2,1
38210,4,0,25,0,0,2,1
3997,2,3,24,0,0,2,1
0,6,2,26,0,0,2,1
327,3,1,34,0,0,2,1
676,3,1,22,0,0,2,1
7876,2,0,25,0,0,2,1
942,0,1,34,0,0,2,1
170,3,0,24,0,0,2,1
43,4,0,28,0,0,2,1
4637,1,1,21,0,0,2,1
0,2,1,22,0,0,2,1
87,1,0,25,0,0,2,1
1169,3,0,24,0,0,2,1
18,2,1,26,0,0,2,1
761,3,1,28,0,0,2,1
834,2,1,18,0,0,2,1
22,3,0,31,0,0,2,1
3834,1,1,9,0,0,2,1
183,4,0,28,0,0,2,1
595,2,1,17,0,0,2,1
221,4,1,27,0,0,2,1
2519,3,0,19,0,0,2,1
946,3,1,20,0,0,2,1
386,1,1,19,0,0,2,1
47,6,0,19,0,0,2,1
1422,1,0,16,0,0,2,1
36745,0,0,17,0,0,2,1
913,2,1,21,0,0,2,1
707,0,0,20,0,0,2,1
521,2,1,8,0,0,2,1
10919,3,0,15,0,0,2,1
1871,1,0,17,0,0,2,1
159,3,0,16,0,0,2,1
4573,1,2,19,0,0,2,1
993,2,2,15,0,0,2,1
12933,1,1,17,0,0,2,1
314,1,2,20,0,0,2,1
71,2,0,15,0,0,2,1
0,2,1,20,0,0,2,1
313,2,1,14,0,0,2,1
1009,1,0,18,0,0,2,1
1,1,2,15,0,0,2,1
781,2,2,15,0,0,2,1
3459,2,1,18,0,0,2,1
7,3,1,22,0,0,2,1
253,2,0,18,0,0,2,1
34,2,0,22,0,0,2,1
0,2,0,24,0,0,2,1
11654,1,1,12,0,0,2,1
874,1,1,21,0,0,2,1
0,2,1,19,0,0,2,1
523,1,0,17,0,0,2,1
0,0,1,17,0,0,2,1
327,2,0,15,0,0,2,1
251,2,0,16,0,0,2,1
35222,0,0,17,0,0,2,1
